Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Price_SGD
Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 4050,128,1024,True,1.09,13.3,3340.72
Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 3050,8,2048,True,1.3,13.3,2005.19
Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,64,512,False,2.33,15.6,2491.43
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.55,16.0,1997.26
Lenovo,Legion 5,Intel i7-14700H,NVIDIA RTX 4070,128,512,True,1.27,13.3,4059.69
Lenovo,Legion 5,Intel Core Ultra 9 15700H,Intel Arc A750M,32,2048,False,1.4,13.3,1968.71
Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4070,16,512,False,2.14,15.6,3283.9
Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 4050,16,256,False,3.07,17.3,2102.5
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,1.95,16.0,2730.36
Lenovo,Yoga Slim 7,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,2048,True,1.44,14.0,4039.16
Lenovo,Legion 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,256,False,1.28,13.3,2722.12
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,4096,False,3.3,17.3,3644.44
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4080,32,512,True,1.86,15.6,3547.69
Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4080,8,2048,False,2.55,17.3,3793.96
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.35,17.3,4084.06
Lenovo,Legion 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,True,3.42,18.4,3505.57
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4060,8,256,True,2.96,17.3,2587.23
Lenovo,ThinkPad X1 Carbon,Intel i5-14500H,Intel Iris Xe,8,2048,True,2.65,17.3,2074.99
Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,16,4096,True,1.13,14.0,2614.4
Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 3050,32,1024,True,2.74,17.3,2170.9
Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,AMD Radeon 780M,64,4096,True,1.05,13.3,3378.27
Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,2048,False,1.82,16.0,2937.39
Lenovo,Yoga Slim 7,Intel i5-14500H,NVIDIA RTX 4050,32,2048,False,1.04,13.3,2444.82
Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4070,8,512,False,3.1,17.3,3232.86
Lenovo,Yoga Slim 7,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,256,False,1.23,13.3,3052.88
Lenovo,Legion 5,AMD Ryzen 5 8600H,AMD Radeon 680M,16,2048,False,3.03,17.3,2026.36
Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4070,128,256,False,1.33,13.3,3846.75
Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,1024,False,2.41,15.6,2196.4
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,1024,False,2.38,15.6,2333.95
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,4096,False,3.33,18.4,3248.43
Lenovo,ThinkPad X1 Carbon,Intel i5-14600H,Intel Iris Xe,32,512,False,1.62,16.0,1951.38
Lenovo,Legion 5,Intel i5-14500H,NVIDIA RTX 4050,8,4096,False,2.64,17.3,2441.2
Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,2048,True,1.63,16.0,2835.66
Lenovo,Yoga Slim 7,Intel i5-14600H,Intel Iris Xe,64,512,True,1.35,13.3,2286.45
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,256,True,2.18,15.6,3483.96
Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,2.17,16.0,2767.03
Lenovo,Yoga Slim 7,Intel i5-14500H,Intel Iris Xe,64,256,True,3.0,18.4,2357.22
Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,Intel Arc A750M,128,256,False,3.46,17.3,2623.24
Lenovo,Legion 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,512,False,1.04,14.0,2719.78
Lenovo,ThinkBook 14s,Intel Core Ultra 7 15500H,Intel Arc A750M,16,512,True,1.55,16.0,1877.43
Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,256,True,1.86,16.0,3203.35
Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,2048,True,1.47,14.0,3020.98
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,32,512,False,1.37,13.3,3456.78
Lenovo,Yoga Slim 7,Intel i7-14700H,NVIDIA RTX 4060,64,512,True,2.98,17.3,3061.35
Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 4050,16,4096,False,1.43,13.3,2444.22
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 3050,16,256,True,1.92,16.0,1917.38
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,128,512,True,1.2,14.0,4569.0
Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,512,True,2.01,16.0,2266.87
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,16,4096,False,1.04,14.0,3343.33
Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 3050,16,4096,False,1.52,15.6,2260.75
Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,512,True,1.02,14.0,4409.69
Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,AMD Radeon 780M,8,2048,False,1.44,14.0,2374.1
Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,16,1024,False,1.27,14.0,2241.98
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,Intel Arc A750M,128,512,False,2.46,16.0,2717.08
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,True,2.57,17.3,4522.66
Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 4050,32,1024,False,2.49,16.0,2331.67
Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4070,64,512,False,1.27,14.0,3447.82
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,False,1.47,14.0,1688.01
Lenovo,Legion 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,4096,True,1.64,15.6,2690.35
Lenovo,Yoga Slim 7,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,256,True,2.01,15.6,2674.8
Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,32,1024,False,3.03,17.3,1942.98
Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,8,1024,True,1.06,13.3,3195.23
Lenovo,Legion 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,256,False,2.04,16.0,4749.07
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4080,64,4096,True,2.79,18.4,4258.49
Lenovo,Yoga Slim 7,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,2048,True,2.69,18.4,2925.79
Lenovo,Legion 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,4096,True,2.89,18.4,3640.11
Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 3050,32,256,False,1.42,13.3,1947.15
Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4080,64,256,True,2.33,15.6,3979.71
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 3050,32,256,False,1.42,14.0,1909.41
Lenovo,ThinkBook 14s,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,256,True,2.01,16.0,3234.25
Lenovo,Legion 5,Intel Core Ultra 9 15700H,Intel Arc A750M,64,4096,False,2.58,17.3,2589.21
Lenovo,ThinkPad X1 Carbon,Intel i7-14700H,NVIDIA RTX 4070,8,2048,False,2.46,15.6,3011.65
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,32,512,False,1.58,16.0,2219.49
Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,1024,True,2.8,17.3,3671.22
Lenovo,IdeaPad 5,Intel i5-14500H,NVIDIA RTX 4050,8,512,False,1.02,14.0,2045.19
Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,1.79,16.0,4037.19
Lenovo,Yoga Slim 7,Intel i5-14500H,NVIDIA RTX 3050,16,2048,True,1.9,16.0,2100.88
Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4070,8,2048,False,1.49,14.0,2989.89
Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4080,128,512,True,3.26,18.4,4777.3
Lenovo,Yoga Slim 7,Intel i5-14500H,NVIDIA RTX 4050,8,512,False,1.48,13.3,1984.87
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,AMD Radeon 680M,64,4096,False,2.03,16.0,2617.4
Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,64,512,True,1.27,13.3,3891.99
Lenovo,Yoga Slim 7,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,256,False,1.29,14.0,3048.21
Lenovo,ThinkPad X1 Carbon,Intel i5-14500H,NVIDIA RTX 3050,128,512,False,1.8,15.6,2812.58
Lenovo,Legion 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.57,17.3,2657.37
Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,128,512,True,2.33,15.6,4519.33
Lenovo,Legion 5,Intel i5-14600H,Intel Iris Xe,8,4096,False,1.1,13.3,2211.57
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4080,128,256,True,3.01,18.4,4734.65
Lenovo,ThinkBook 14s,Intel i7-14700H,NVIDIA RTX 4060,16,1024,False,1.08,14.0,2744.73
Lenovo,Legion 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,1024,False,2.7,18.4,2995.24
Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4080,32,512,True,3.2,18.4,3540.99
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,512,False,2.86,18.4,2497.85
Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4060,8,4096,True,2.47,16.0,2983.41
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,2048,False,2.75,17.3,2291.77
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,512,False,1.03,13.3,2361.45
Microsoft,Surface Book 3,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,512,False,2.63,17.3,3145.71
Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,512,True,2.68,17.3,2666.11
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4080,32,256,True,1.85,15.6,3564.4
Microsoft,Surface Go 3,Intel i5-14600H,NVIDIA RTX 3050,32,4096,True,1.06,13.3,2511.62
Microsoft,Surface Book 3,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,2048,True,1.12,13.3,3010.76
Microsoft,Surface Pro 8,Intel i5-14600H,NVIDIA RTX 3050,64,4096,False,1.31,14.0,2673.26
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,8,4096,False,2.43,16.0,3922.48
Microsoft,Surface Laptop 5,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,3.06,18.4,2739.94
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,8,1024,False,1.25,13.3,3455.28
Microsoft,Surface Laptop Studio,Intel i5-14500H,Intel Iris Xe,16,2048,False,3.04,17.3,1971.23
Microsoft,Surface Laptop Studio,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,512,True,1.88,15.6,3887.97
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,64,4096,True,2.3,16.0,2824.28
Microsoft,Surface Laptop Studio,Intel i5-14600H,NVIDIA RTX 4050,128,256,False,3.02,18.4,3057.31
Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,4096,True,1.37,13.3,3022.81
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,2048,True,1.18,14.0,2131.81
Microsoft,Surface Laptop 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,2048,False,2.69,17.3,2634.05
Microsoft,Surface Go 3,Intel Core Ultra 9 15700H,Intel Arc A750M,8,2048,False,3.1,17.3,1843.23
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,512,True,2.14,16.0,2342.74
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,AMD Radeon 680M,64,2048,True,1.56,15.6,2535.49
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,False,1.96,15.6,4287.32
Microsoft,Surface Pro 8,Intel i5-14500H,NVIDIA RTX 4050,8,256,False,1.19,13.3,2012.15
Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,1024,False,1.75,16.0,2502.6
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,2048,False,1.23,13.3,3275.38
Microsoft,Surface Laptop Studio,Intel i9-14900HK,NVIDIA RTX 4080,8,2048,False,2.28,16.0,3793.72
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4070,32,1024,True,2.46,15.6,3231.35
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,2048,True,3.49,18.4,2780.81
Microsoft,Surface Go 3,Intel i5-14500H,Intel Iris Xe,32,256,True,2.39,16.0,2078.9
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,8,256,False,1.55,16.0,3352.05
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,32,2048,False,1.28,14.0,2213.58
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,True,2.37,15.6,3165.98
Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,Intel Arc A750M,64,2048,False,2.65,17.3,2292.47
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,2048,True,1.94,15.6,2829.37
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,AMD Radeon 680M,32,4096,True,1.25,14.0,2491.25
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,2048,False,2.1,16.0,3220.27
Microsoft,Surface Go 3,Intel i5-14500H,NVIDIA RTX 4050,16,256,True,1.76,15.6,2160.41
Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 4050,8,1024,True,1.8,15.6,2231.52
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,8,512,False,1.55,16.0,3260.02
Microsoft,Surface Book 3,Intel i5-14600H,Intel Iris Xe,64,2048,False,2.0,16.0,2473.66
Microsoft,Surface Go 3,Intel i5-14500H,Intel Iris Xe,128,2048,False,2.76,17.3,2988.16
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,256,True,2.45,15.6,2713.29
Microsoft,Surface Laptop Studio,Intel i5-14600H,Intel Iris Xe,64,512,False,1.19,13.3,2370.83
Microsoft,Surface Laptop 5,Intel i7-14800H,NVIDIA RTX 4070,32,2048,True,1.91,16.0,3419.21
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,256,True,3.42,18.4,3129.99
Microsoft,Surface Laptop 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,True,1.64,16.0,3112.69
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,128,4096,True,3.27,18.4,4861.0
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4060,16,512,True,1.83,15.6,2703.54
Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,2048,False,1.19,14.0,2718.15
Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,512,True,1.72,15.6,3769.96
Microsoft,Surface Laptop 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,512,True,2.12,15.6,2917.62
Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,32,256,True,1.06,13.3,2844.84
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,4096,False,2.87,17.3,4169.09
Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,Intel Arc A750M,64,2048,False,1.35,14.0,2226.44
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,256,True,2.46,16.0,2890.95
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4070,8,4096,False,1.28,14.0,3362.62
Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,1024,False,2.45,16.0,3751.34
Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,4096,False,1.33,13.3,3322.42
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,64,512,True,1.24,14.0,4037.79
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,64,256,True,2.47,16.0,3899.11
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,2048,True,2.15,16.0,3446.54
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,256,True,1.44,14.0,3164.84
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,128,1024,False,2.75,18.4,4897.29
Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,256,True,1.49,14.0,4630.23
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4060,16,1024,True,1.12,13.3,2838.78
Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,1024,True,2.52,18.4,4041.9
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,512,True,1.06,13.3,4902.98
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4070,32,4096,True,2.8,18.4,3639.63
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,32,2048,False,1.09,14.0,4105.26
Microsoft,Surface Laptop Studio,Intel i9-14900HK,NVIDIA RTX 4070,128,512,False,1.43,13.3,4104.45
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,64,1024,True,1.19,14.0,2967.95
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4060,128,1024,True,1.84,15.6,3824.57
Microsoft,Surface Laptop 5,Intel i9-14900HK,NVIDIA RTX 4080,16,1024,True,1.08,13.3,3915.87
Microsoft,Surface Laptop Studio,AMD Ryzen 7 8800H,AMD Radeon 780M,64,256,True,1.61,15.6,2929.53
Microsoft,Surface Book 3,Intel i5-14600H,Intel Iris Xe,8,1024,False,2.93,17.3,1776.57
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,256,False,1.9,15.6,1715.57
Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,8,1024,False,2.94,18.4,3792.02
Microsoft,Surface Laptop Studio,Intel i5-14600H,NVIDIA RTX 4050,32,512,False,1.96,15.6,2232.48
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,AMD Radeon 780M,128,2048,True,1.06,14.0,3647.44
Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,1024,False,1.73,16.0,2998.13
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,AMD Radeon 780M,32,256,False,2.72,18.4,2430.89
Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,8,512,False,1.36,14.0,2819.28
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,64,256,True,2.5,16.0,3818.79
Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4070,64,256,True,1.18,13.3,3717.17
Microsoft,Surface Go 3,Intel i5-14500H,NVIDIA RTX 3050,128,256,True,2.97,18.4,2821.59
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,64,4096,False,1.61,16.0,4059.48
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,4096,True,2.08,15.6,2664.75
Microsoft,Surface Pro 8,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,16,512,False,1.94,15.6,2989.26
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,3.29,17.3,4312.54
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,512,False,2.21,15.6,2231.17
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,1024,False,1.17,14.0,1921.42
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,1024,True,1.62,16.0,2334.83
Microsoft,Surface Laptop Studio,AMD Ryzen 7 8800H,AMD Radeon 780M,128,256,False,3.18,18.4,3283.63
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,1024,True,3.14,17.3,4087.17
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,64,256,False,1.94,15.6,3787.1
Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,1024,False,2.65,17.3,2265.42
Microsoft,Surface Laptop 5,Intel i5-14600H,NVIDIA RTX 3050,32,512,True,2.57,17.3,2075.89
Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,256,False,3.28,17.3,2865.15
Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 3050,8,512,False,2.48,16.0,1719.77
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4070,128,2048,True,1.94,16.0,4280.35
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,4096,False,3.31,18.4,3441.44
Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 3050,64,256,False,1.61,15.6,2233.51
Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4080,16,256,False,3.32,17.3,3601.7
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,8,4096,True,2.81,17.3,2691.86
Microsoft,Surface Laptop 5,Intel i5-14500H,NVIDIA RTX 3050,32,2048,False,2.41,15.6,2148.45
Microsoft,Surface Pro 8,Intel i7-14800H,NVIDIA RTX 4080,64,1024,False,1.41,13.3,3793.31
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,512,False,2.11,16.0,2971.56
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,512,False,1.07,13.3,2588.71
Microsoft,Surface Laptop Studio,Intel i7-14700H,NVIDIA RTX 4060,32,512,False,1.45,13.3,2628.21
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,16,2048,True,2.11,16.0,3679.47
Microsoft,Surface Go 3,Intel Core Ultra 7 15500H,Intel Arc A750M,128,4096,True,3.28,17.3,3207.45
Microsoft,Surface Go 3,Intel i5-14600H,NVIDIA RTX 4050,16,1024,True,1.99,15.6,2337.67
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,128,4096,False,1.12,14.0,3784.89
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,32,4096,False,1.35,14.0,2254.99
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,4096,True,3.21,17.3,2748.96
Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4070,32,4096,True,1.04,14.0,3943.46
Microsoft,Surface Laptop 5,Intel i5-14500H,NVIDIA RTX 3050,64,1024,False,1.87,15.6,2261.36
Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,128,256,True,1.26,13.3,4128.09
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,512,True,1.08,13.3,2625.2
Microsoft,Surface Go 3,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,1024,False,2.06,15.6,2466.07
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,AMD Radeon 680M,128,4096,True,1.62,15.6,3309.38
Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,256,True,2.83,17.3,2621.3
Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 4050,16,512,True,2.03,16.0,2218.42
Microsoft,Surface Pro 8,Intel i5-14500H,NVIDIA RTX 3050,8,256,False,1.37,13.3,1698.18
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,256,False,1.1,14.0,3150.28
Microsoft,Surface Laptop 5,Intel i7-14700H,NVIDIA RTX 4060,64,256,True,1.06,13.3,3140.04
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,32,256,True,1.01,13.3,3960.25
Microsoft,Surface Laptop Studio,Intel i7-14700H,NVIDIA RTX 4070,8,2048,False,1.31,14.0,2934.42
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,16,1024,True,1.22,13.3,2526.55
Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,3.31,17.3,3096.29
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,False,1.34,14.0,3620.19
Microsoft,Surface Laptop Studio,Intel i5-14600H,Intel Iris Xe,8,1024,False,2.0,16.0,1828.51
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,512,False,1.12,13.3,2829.08
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,64,2048,True,1.11,14.0,4112.39
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,4096,True,3.0,18.4,4220.21
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,256,False,1.14,14.0,2294.8
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4080,16,256,True,1.59,15.6,3462.73
Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,1024,True,1.02,13.3,4075.01
Microsoft,Surface Laptop 5,Intel i7-14800H,NVIDIA RTX 4080,32,1024,True,1.92,16.0,3729.82
